genres,app_name,release_date,price,id,developer
RPG,The Witcher 2: Assassins of Kings Enhanced Edition,2011.0,19.99,20920,CD PROJEKT RED
Action,Insanely Twisted Shadow Planet,2012.0,14.99,205730,Shadow Planet Productions
Action,Kingdoms of Amalur: Reckoning - Teeth of Naros,2012.0,9.99,102511,"Big Huge Games,38 Studios"
Strategy,DLC - Crusader Kings II: Ruler Designer,2012.0,4.99,203776,Paradox Development Studio
Strategy,Crusader Kings II: Songs of Faith,2012.0,1.99,203775,Paradox Interactive
Strategy,Crusader Kings II: Songs of Albion,2012.0,1.99,203774,Paradox Interactive
Strategy,Crusader Kings II: Songs of the Holy Land,2012.0,1.99,203777,Paradox Interactive
Action,Deep Black: Reloaded,2012.0,29.99,204760,Biart
Action,Super MNC,2012.0,Free,104700,Uber Entertainment
Action,Sniper Elite V2,2012.0,19.99,63380,Rebellion
Action,Mount & Blade: Warband - Napoleonic Wars,2012.0,9.99,48705,"TaleWorlds Entertainment,Flying Squirrel Entertainment"
Action,All Zombies Must Die!: Scorepocalypse,2012.0,4.99,209360,Doublesix Games
,All Zombies Must Die!: Soundtrack,2012.0,3.99,209362,Doublesix Games
Casual,Crazy Machines Elements DLC - Gadget Fun & Tricky Riddles,2012.0,2.99,206415,Fakt Software
Strategy,Dungeon Defenders - Karathiki Jungle Mission Pack,2012.0,1.99,208542,Trendy Entertainment
Strategy,Anno 2070™ - The Distrust Series Package,2012.0,3.99,204286,"Blue Byte,Related Designs"
Massively Multiplayer,Fallen Earth Free2Play,2011.0,Free,113420,Reloaded Productions
Adventure,Midnight Mysteries: Salem Witch Trials,2012.0,9.99,208620,MumboJumbo
Strategy,Anno 2070™ - The Crisis Response Package,2012.0,3.99,204285,"Blue Byte,Related Designs"
Strategy,Wargame: European Escalation,2012.0,9.99,58610,Eugen Systems
Strategy,Anno 2070™ - The Central Statistical Package,2012.0,0.99,204284,"Blue Byte,Related Designs"
Simulation,Train Simulator: BR Class 76 & 77 Loco Add-On,2012.0,8.99,65250,Dovetail Games
Simulation,Ship Simulator Extremes: Ocean Cruise Ship,2012.0,3.99,48806,VStep
Action,Really Big Sky,2012.0,4.99,201570,Boss Baddie
Action,Saints Row: The Third - Bloodsucker Pack,2012.0,1.99,55393,Volition
Massively Multiplayer,Stronghold Kingdoms,2012.0,Free,47410,FireFly Studios
Action,Dead Rising 2: Off the Record Cyborg Skills Pack,2012.0,0,45775,Capcom Vancouver
Indie,Auditorium,2012.0,6.99,205870,Cipher Prime Studios
Action,Shank 2,2012.0,9.99,102840,Klei Entertainment
Simulation,Tropico 4: Quick-dry Cement DLC,2012.0,2.99,57697,"Haemimont Games,Feral Interactive (Mac)"
Action,"Warhammer 40,000: Space Marine - Power Sword",2012.0,2.99,55345,Relic
Adventure,The Blackwell Legacy,2012.0,4.99,80330,Wadjet Eye Games
Adventure,Blackwell Deception,2012.0,9.99,80360,Wadjet Eye Games
Action,Dead Rising 2: Off the Record Firefighter Skills Pack,2012.0,0,45776,Capcom Vancouver
Adventure,Blackwell Convergence,2012.0,4.99,80350,Wadjet Eye Games
Action,Evochron Mercenary,2012.0,19.99,71000,StarWraith 3D Games LLC
Action,Saints Row The Third - Genkibowl VII,2012.0,6.99,55380,Volition
Action,Dustforce DX,2012.0,9.99,65300,Hitbox Team
Simulation,Cities in Motion: US Cities,2012.0,4.99,73187,Colossal Order Ltd.
Action,Kingdoms of Amalur: Reckoning™,2012.0,19.99,102500,"Big Huge Games,38 Studios"
Adventure,Sonic Generations Demo,2012.0,0,202290,Devil's Details
Adventure,Delve Deeper: Gratis Grottos,2012.0,0,63803,Lunar Giant
Simulation,Ship Simulator Extremes: Offshore Vessel,2012.0,3.99,48805,VStep
Action,Sonic Generations - Casino Nights DLC,2012.0,19.99,200590,Devil's Details
Platformer,Sonic CD,2012.0,4.99,200940,Blit Software
Platformer,Sonic the Hedgehog 4 - Episode I,2012.0,9.99,202530,SEGA
Action,Unstoppable Gorg,2012.0,9.99,18120,Futuremark
Casual,Storm in a Teacup,2012.0,4.99,104020,Cobra Mobile
Action,The Darkness II,2012.0,29.99,67370,Digital Extremes
RPG,Jagged Alliance - Back in Action: Night Specialist Kit DLC,2012.0,1.99,203342,Coreplay GmbH
RPG,Jagged Alliance - Back in Action: Jungle Specialist Kit DLC,2012.0,1.99,203341,Coreplay GmbH
RPG,Jagged Alliance - Back in Action: Desert Specialist Kit DLC,2012.0,1.99,203340,Coreplay GmbH
Action,Kingdoms of Amalur: Reckoning - Weapons & Armor Bundle,2012.0,4.99,204600,"Big Huge Games,38 Studios"
Simulation,Train Simulator: PRR K4 Loco Add-On,2012.0,8.99,65247,Dovetail Games
Casual,Crazy Machines Elements,2011.0,9.99,206410,Fakt Software
Strategy,Anno 2070™: The Development Package,2012.0,3.99,204282,"Blue Byte,Related Designs"
Strategy,Anno 2070™: The Eden Series Package,2012.0,3.99,204283,"Blue Byte,Related Designs"
Strategy,Anno 2070™: The Keeper Package,2012.0,0.99,204281,"Blue Byte,Related Designs"
Action,Saints Row: The Third - FUNTIME! Pack,2012.0,2.99,55385,Volition
Strategy,Crusader Kings Complete,2012.0,9.99,204940,Paradox Development Studio
Action,Saints Row: The Third - Money Shot Pack,2012.0,1.99,55389,Volition
Action,Choplifter HD - Albatross Chopper,2012.0,0.99,205140,inXile Entertainment
Action,Choplifter HD - Ostrich Chopper,2012.0,0.99,205170,inXile Entertainment
Action,Dungeon Defenders: Etherian Festival of Love,2012.0,1.99,204387,Trendy Entertainment
Action,Choplifter HD - Arrowhead Chopper,2012.0,0.99,205150,inXile Entertainment
Action,"Warhammer 40,000: Space Marine - Dreadnought DLC",2012.0,9.99,55348,Relic
Action,"Warhammer 40,000: Space Marine - Death Guard Champion Chapter Pack DLC",2012.0,2.99,55476,Relic
Action,"Warhammer 40,000: Space Marine - Iron Hands Chapter Pack DLC",2012.0,2.99,55475,Relic
Simulation,The Sims™ 3 Master Suite Stuff,2012.0,19.99,47931,The Sims Studio
Racing,Insane 2,2012.0,14.99,35320,Targem Games
Action,Assassin's Creed® Revelations - Mediterranean Traveler Map Pack,2012.0,9.99,201881,Ubisoft Montreal
Action,SOL: Exodus,2012.0,7.99,200410,"Bit Planet Games, LLC"
Simulation,Age of Empires® III: Complete Collection,2009.0,39.99,105450,Ensemble Studios
Action,A.R.E.S.: Original Soundtrack,2012.0,4.99,92303,Extend Studio
Adventure,LEGO Harry Potter: Years 5-7,2012.0,19.99,204120,Traveller's Tales
Action,Choplifter HD,2012.0,9.99,202070,inXile Entertainment
Strategy,Magic 2012 Deck Pack 3,2012.0,2.99,49476,Stainless Games Ltd
Simulation,Train Simulator: Ohio Steel 2 Route Add-On,2012.0,24.99,65243,All Aboard
Massively Multiplayer,EverQuest® II Free-To-Play. Your Way.™,2011.0,Free,201230,Daybreak Game Company
Indie,Defense Grid: The Awakening - You Monster DLC,2011.0,4.99,18522,Hidden Path Entertainment
Strategy,Europa Universalis III: Revolution SpritePack,2011.0,1.99,25814,Paradox Interactive
Strategy,Europa Universalis III: Medieval SpritePack,2011.0,1.99,25813,Paradox Interactive
Simulation,Train Simulator: PRR GG1 Loco Add-On,2011.0,8.99,65242,Dovetail Games
,Dungeon Defenders Development Kit (Free DLC),2011.0,0,202522,Trendy Entertainment
Action,Saints Row: The Third Z Style Pack,2011.0,1.99,55386,Volition
Action,Saints Row: The Third Explosive Combat Pack,2011.0,1.99,55387,Volition
Adventure,Sideway™ New York,2011.0,9.99,200190,"Playbrains,Fuel Entertainment"
Action,Saints Row: The Third Invincible Pack,2011.0,2.99,55390,Volition
Action,Saints Row: The Third Season Pass DLC Pack,2011.0,4.99,901805,Volition
Action,Saints Row: The Third Shark Attack Pack,2011.0,1.99,55388,Volition
Action,Saints Row: The Third,2011.0,9.99,55230,Volition
Action,Rochard,2011.0,9.99,107800,Recoil Games
Adventure,Gemini Rue,2011.0,9.99,80310,Joshua Neurnberger
Action,Global Ops: Commando Libya,2011.0,4.99,200020,Spectral Games
Action,Renegade Ops,2011.0,15.0,99300,Avalanche Studios
Action,Data Jammers: FastForward,2011.0,Free,110500,Digital Eel
Action,Bunch of Heroes: Horror Pack,2011.0,0.99,111402,NGD Studios
Racing,Ignite,2011.0,9.99,45410,Nemesys Games
Action,Bloodline Champions,2011.0,Free,6370,Stunlock Studios
Simulation,Take On Helicopters,2011.0,19.99,65730,Bohemia Interactive
Casual,Crazy Machines 2:  Halloween,2011.0,2.99,202450,Fakt Software
Adventure,Dead Mountaineer's Hotel,2009.0,7.99,10230,Electronic Paradise
Adventure,A Stroke of Fate: Operation Valkyrie,2009.0,6.99,10240,SPLine
Simulation,PT Boats: Knights of the Sea,2009.0,6.99,10250,Studio4
Simulation,PT Boats: South Gambit,2010.0,6.99,10260,studio4
Indie,inMomentum,2011.0,9.99,110400,Digital Arrow
Action,Lord of the Rings: War in the North,2011.0,19.99,32800,Snowblind Studios
Action,Alien Zombie Megadeath,2011.0,4.99,110610,PomPom
Strategy,Worms,1995.0,7.99,70640,Team17 Digital Ltd
Casual,Worms Pinball,2011.0,7.99,70660,Team17 Digital Ltd
Action,Dungeon Defenders,2011.0,14.99,65800,Trendy Entertainment
Casual,Worms Blast,2002.0,7.99,70650,Team17 Digital Ltd
Action,Smash Cars,2011.0,9.99,111300,Creat Studios Inc
Action,Lightfish,2011.0,4.99,116120,Eclipse Games
Strategy,"Warhammer 40,000: Dawn of War II: Retribution - Death Korps of Krieg Skin Pack",2011.0,6.99,56489,"Relic Entertainment,Feral Interactive (Mac/Linux)"
Sports,Worms Crazy Golf,2011.0,9.99,70620,Team17 Digital Ltd
Strategy,"Warhammer 40,000: Dawn of War II: Retribution - Word Bearers Skin Pack",2011.0,6.99,56488,"Relic Entertainment,Feral Interactive (Mac/Linux)"
Action,PAYDAY™ The Heist,2011.0,14.99,24240,OVERKILL Software
Strategy,"Warhammer 40,000: Dawn of War II - Retribution - The Last Stand Tau Commander",2011.0,9.99,56493,"Relic Entertainment,Feral Interactive (Mac/Linux)"
Adventure,Glowfish,2011.0,9.99,60350,MumboJumbo
Strategy,Men of War: Assault Squad - MP Supply Pack Bravo,2011.0,1.99,64014,Digitalmindsoft
Adventure,Hamilton's Great Adventure - Retro Fever DLC,2011.0,0.99,42147,Fatshark
Adventure,Hamilton's Great Adventure: Retro Fever,2011.0,0,42180,Fatshark
Action,Steel Storm: Burning Retribution,2011.0,14.99,96200,Kot in Action Creative Artel
Action,RAGE,2011.0,9.99,9200,id Software
Action,Orcs Must Die!,2011.0,9.99,102600,Robot Entertainment
Action,Serious Sam Double D XXL,2011.0,9.99,111600,Mommy's Best Games
Action,HOARD: Flame-Broiled SANDwich,2011.0,1.99,63004,Big Sandwich Games
RPG,Might & Magic: Clash of Heroes,2011.0,9.99,61700,Capybara Games
Action,Call of Duty®: Black Ops - Rezurrection Content Pack,2011.0,14.99,42719,Treyarch
Simulation,Train Simulator: Horseshoe Curve Route Add-On,2011.0,19.99,65233,Dovetail Games
RPG,Might & Magic: Clash of Heroes - I Am the Boss DLC,2011.0,2.99,61710,Capybara Games
Action,Nuclear Dawn,2011.0,9.99,17710,"GameConnect,InterWave Studios"
Action,Fallout New Vegas: Courier's Stash,2011.0,0.99,22470,Obsidian Entertainment
Strategy,Total War: SHOGUN 2 - Rise of the Samurai Campaign,2011.0,9.99,34343,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
Action,Fallout New Vegas®: Gun Runners’ Arsenal™,2011.0,1.99,72840,Obsidian Entertainment
RPG,Dungeons - The Dark Lord,2011.0,19.99,200550,Realmforge Studios
Action,Gundemonium Recollection,2011.0,3.99,92200,Platine Dispositif
Action,Hitogata Happa,2011.0,3.99,92210,Platine Dispositif
Action,GundeadliGne,2011.0,3.99,92220,Platine Dispositif
Adventure,The Clockwork Man: The Hidden World,2011.0,9.99,111010,Total Eclipse P.C.
Strategy,Worms Ultimate Mayhem,2011.0,14.99,70600,Team17 Digital Ltd
Strategy,A Game of Thrones - Genesis,2011.0,9.99,58550,Cyanide Studios
RPG,King Arthur: Fallen Champions,2011.0,4.99,24460,NeocoreGames
Action,Xotic,2011.0,9.99,92600,"WXP Games, LLC"
Action,Demolition Inc.,2011.0,5.99,98600,Zeroscale
Action,Magicka: Gamer Bundle,2011.0,1.99,73057,Arrowhead Game Studios
Racing,F1 2011,2011.0,14.99,44360,Codemasters Birmingham
Casual,Blocks That Matter,2011.0,4.99,111800,Swing Swing Submarine
Action,Bastion: Original Soundtrack,2011.0,9.99,107104,Supergiant Games
Action,Bastion,2011.0,14.99,107100,Supergiant Games
Action,HOARD: Dynamite Roll!,2011.0,2.99,63003,Big Sandwich Games
Adventure,From Dust,2011.0,14.99,33460,Ubisoft Montpellier
RPG,Avadon: The Black Fortress,2011.0,9.99,112100,Spiderweb Software
Casual,Legend of Fae,2011.0,9.99,109200,Endlessfluff Games
Action,Dead Horde,2011.0,9.99,27940,DnS Development
Simulation,Train Simulator: Class 455 EMU Add-On,2011.0,19.99,65229,Thomson Interactive
Strategy,The Kings' Crusade: Arabian Nights,2011.0,3.99,42926,NeoCoreGames
,Total War: SHOGUN 2 - Sengoku Jidai Unit Pack,2011.0,2.99,34342,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
Action,Call of Duty®: Black Ops Annihilation Content Pack,2011.0,14.99,42722,Treyarch
Action,Super Street Fighter IV: Arcade Edition - Complete Brawler Pack,2011.0,5.99,45790,Capcom
Action,Super Street Fighter IV: Arcade Edition - Complete Femme Fatale Pack,2011.0,5.99,45791,Capcom
Action,8-Bit Commando,2011.0,2.99,287860,2DEngine
Action,Super Street Fighter IV: Arcade Edition - Complete Classic Pack,2011.0,5.99,45794,Capcom
Action,Super Street Fighter IV: Arcade Edition - Arcade Challengers Pack,2011.0,3.99,45797,Capcom
Action,Super Street Fighter IV: Arcade Edition - Complete Challengers 2 Pack,2011.0,4.99,45796,Capcom
Action,Super Street Fighter IV: Arcade Edition - Complete Challengers 1 Pack,2011.0,4.99,45795,Capcom
Action,Super Street Fighter IV: Arcade Edition - Complete Shoryuken Pack,2011.0,5.99,45793,Capcom
Action,Super Street Fighter IV: Arcade Edition - Complete Shadoloo Pack,2011.0,5.99,45792,Capcom
Action,Chantelise - A Tale of Two Sisters,2011.0,9.99,70420,EasyGameStation
Action,E.Y.E: Divine Cybermancy,2011.0,9.99,91700,Streum On Studio
Strategy,Supreme Ruler: Cold War,2011.0,9.99,73220,BattleGoat Studios
Simulation,The Sims™ 3 Town Life Stuff,2011.0,19.99,47899,The Sims Studio
Strategy,Pirates of Black Cove,2011.0,9.99,49330,Nitro Games
Adventure,LIMBO,2011.0,9.99,48000,Playdead
Action,Red Faction: Armageddon Path to War DLC,2011.0,6.99,55115,Volition
Action,BRINK: Agents of Change,2011.0,2.99,22364,Splash Damage
Action,BRINK: Fallout®/SpecOps Combo Pack,2011.0,0.99,22363,Splash Damage
Action,BRINK: Doom®/Psycho Combo Pack,2011.0,0.99,22361,Splash Damage
Strategy,Kohan: Ahriman's Gift,2001.0,9.99,97120,TimeGate Studios
Strategy,Kohan: Immortal Sovereigns,2001.0,9.99,97110,TimeGate Studios
Strategy,Kohan II: Kings of War,2004.0,9.99,97130,TimeGate Studios
Strategy,Cossacks: European Wars,2001.0,4.99,4880,GSC Game World
Adventure,Post Mortem,2002.0,7.99,46550,MC2
Strategy,American Conquest: Fight Back,2003.0,4.99,115220,GSC Game World
Strategy,Robin Hood: The Legend of Sherwood,2002.0,7.99,46560,Spellbound
Strategy,American Conquest,2003.0,4.99,115210,GSC Game World
Strategy,Cossacks: Art of War,2002.0,4.99,4870,GSC Game World
Strategy,Cossacks II: Napoleonic Wars,2005.0,4.99,115200,GSC Game World
Strategy,Cossacks II: Battle for Europe,2006.0,4.99,4890,GSC Game World
Indie,Achron Soundtrack,2011.0,4.99,109702,Hazardous Software Inc.
Indie,Achron,2011.0,19.99,109700,Hazardous Software Inc.
Simulation,P42DC Genesis Add-On,2011.0,0,65230,G-Trax Simulations
Strategy,The Kings' Crusade: Teutonic Knights,2011.0,3.99,42929,NeoCoreGames
Action,Gatling Gears,2011.0,9.99,102810,Vanguard Games
Action,Quake IV,2005.0,14.99,2210,RavenSoft / id Software
Simulation,Demolition Company Gold Edition,2011.0,9.99,65270,Giants Software
Adventure,Trauma,2011.0,6.99,98100,Krystian Majewski
Action,ARMA: Gold Edition,2011.0,9.99,65780,Bohemia Interactive
RPG,Breath of Death VII,2011.0,2.99,107300,Zeboyd Games
Casual,Critical Mass,2011.0,1.99,105300,Manic Game Studios
Indie,Cthulhu Saves the World,2011.0,2.99,107310,Zeboyd Games
Casual,Dungeons of Dredmor,2011.0,4.99,98800,"Gaslamp Games, Inc."
Action,Homefront: Fire Sale Map,2011.0,2.99,55203,"Kaos Studios,Digital Extremes"
Action,Trapped Dead,2011.0,4.99,46540,Headup Games / Crenetic
Action,Operation Flashpoint: Red River,2011.0,9.99,44340,Codemasters Action Studio
Action,Red Faction®: Armageddon™,2011.0,19.99,55110,Volition
Simulation,Pride of Nations,2011.0,19.99,73190,Ageod
Action,Jamestown,2011.0,9.99,94200,Final Form Games
Simulation,Trainz™ Simulator 12,2011.0,19.99,24670,N3V Games
Action,Vertex Dispenser,2011.0,9.99,102400,Michael Brough
Casual,Elizabeth Find M.D. - Diagnosis Mystery - Season 2,2011.0,19.99,33790,"Gunnar Games, Inc."
Simulation,Train Simulator: Bristol-Exeter Route Add-On,2011.0,29.99,65224,Just Trains
Casual,Zombie Pirates,2010.0,14.99,46850,Dust Devil Studios Inc.
Adventure,Runaway: A Twist of Fate,2011.0,9.99,58560,Pendulo Studios
Racing,GT Power Pack – Expansion Pack for RACE 07,2011.0,2.99,44650,SimBin
Adventure,The Next BIG Thing,2011.0,9.99,58570,Pendulo Studios
Action,Cargo! The Quest for Gravity,2011.0,9.99,41740,Ice-Pick Lodge
Action,Magicka: Marshlands,2011.0,1.99,73033,Arrowhead Game Studios
Strategy,Men of War: Assault Squad - MP Supply Pack Alpha,2011.0,1.99,64005,Digitalmindsoft
Strategy,The Settlers 7: Paths to a Kingdom™ The Two Kings DLC #4,2011.0,4.99,48140,Blue Byte
Adventure,Hector: Badge of Carnage - Full Series,2011.0,19.99,94620,Straandlooper
Action,Yar's Revenge,2011.0,9.99,99120,Killspace Entertainment
Action,Capsized,2011.0,9.99,95300,Alientrap
Casual,Universe Sandbox,2011.0,0,72200,Giant Army
Action,Mount & Blade: With Fire & Sword,2011.0,9.99,48720,TaleWorlds Entertainment
Strategy,Civilization V - Explorer’s Map Pack,2011.0,4.99,16866,"Firaxis Games,Aspyr (Mac, Linux)"
Strategy,Civilization V - Civ and Scenario Pack: Denmark (The Vikings),2011.0,4.99,99611,"Firaxis Games,Aspyr (Mac, Linux)"
Action,Section 8®: Prejudice™,2011.0,9.99,97100,TimeGate Studios
Strategy,Dwarfs!?,2011.0,9.99,35480,Power of 2
Adventure,The Tiny Bang Story,2011.0,4.99,96000,Colibri Games
Adventure,BEEP,2011.0,1.99,104200,Big Fat Alien
Action,Garshasp: The Monster Slayer,2011.0,4.99,99400,Dead Mage
Action,Hydrophobia: Prophecy,2011.0,4.99,92000,Dark Energy Digital Ltd.
Adventure,Lume,2011.0,5.99,105100,State of Play Games
Action,Terraria,2011.0,9.99,105600,Re-Logic
Action,BRINK,2011.0,Free,22350,Splash Damage
Action,APOX: Legend,2011.0,4.99,80010,BlueGiant Interactive
Indie,DETOUR,2011.0,4.99,92100,Sandswept Studios
,"Worms Reloaded: The ""Pre-order Forts and Hats"" DLC Pack",2011.0,1.99,22630,Team17 Digital Ltd
Strategy,Duels of the Planeswalkers Gold Deck Bundle,2011.0,9.99,49409,Stainless Games Ltd
Action,Fallout New Vegas: Honest Hearts,2011.0,4.99,72740,Obsidian Entertainment
Documentary,Portal 2 - The Final Hours,2011.0,1.99,104600,Geoff Keighley
Adventure,Syberia II,2004.0,12.99,46510,Microids
Adventure,Syberia,2002.0,12.99,46500,Microids
Strategy,Duels of the Planeswalkers Gold Game Bundle,2011.0,19.99,901667,Stainless Games Ltd
Simulation,Cities in Motion: Design Marvels,2011.0,3.99,73013,Colossal Order Ltd.
Racing,WTCC 2010 – Expansion Pack for RACE 07,2011.0,3.99,44670,SimBin
Action,Naval Warfare,2011.0,2.99,98500,Game Distillery s.r.o.
Indie,Death and the Fly,2011.0,9.99,41680,Independent Programmist Group
,Total War: SHOGUN 2 - The Ikko Ikki Clan Pack,2011.0,4.99,34348,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
Indie,iBomber Defense,2011.0,4.99,104000,Cobra Mobile
Strategy,"Warhammer 40,000: Dawn of War II - Retribution - Chaos Sorcerer Wargear DLC",2011.0,2.99,56484,"Relic Entertainment,Feral Interactive (Mac/Linux)"
Strategy,"Warhammer 40,000: Dawn of War II - Retribution - Hive Tyrant Wargear DLC",2011.0,2.99,56485,"Relic Entertainment,Feral Interactive (Mac/Linux)"
Strategy,"Warhammer 40,000: Dawn of War II - Retribution - Lord General Wargear DLC",2011.0,2.99,56483,"Relic Entertainment,Feral Interactive (Mac/Linux)"
Strategy,Hearts of Iron III Semper Fi: Dies Irae Götterdämmerung,2011.0,0.99,42902,Paradox Development Studio
Casual,Fortix 2,2011.0,1.99,45450,Nemesys Games
Action,Star Raiders,2011.0,9.99,9970,Incinerator Studios
Casual,NightSky,2011.0,9.99,99700,"Nicalis, Inc."
Indie,SpaceChem,2011.0,9.99,92800,Zachtronics
Strategy,Civilization V - Civ and Scenario Pack: Polynesia,2011.0,4.99,99610,"Firaxis Games,Aspyr (Mac, Linux)"
Action,Space Channel 5: Part 2,2011.0,7.99,71260,SEGA
Sports,SEGA Bass Fishing,2011.0,7.99,71240,SEGA
Action,Crazy Taxi,2011.0,7.99,71230,SEGA
Platformer,Sonic Adventure DX,2011.0,7.99,71250,SEGA
Strategy,The Settlers 7: Paths to a Kingdom: Deluxe Gold Edition,2011.0,19.99,901249,Blue Byte
Action,Magicka: Wizard's Survival Kit,2011.0,0.99,73030,Arrowhead Game Studios
Strategy,Majesty 2: Battles of Ardania,2011.0,4.99,73071,1C:InoCo
Strategy,Majesty 2: Monster Kingdom,2011.0,4.99,73041,1C:InoCo
Adventure,Winter Voices Episode 3: Like a Crow on a Wire,2011.0,4.99,72904,inner seas
Indie,Atom Zombie Smasher,2011.0,9.99,55040,Blendo Games
Strategy,Victoria II: Interwar Planes Sprite Pack,2011.0,1.99,42966,Paradox Interactive
Action,Post Apocalyptic Mayhem,2011.0,9.99,91900,Steel Monkeys
Action,Revenge of the Titans,2011.0,9.99,93200,Puppygames
Action,Assassin’s Creed® Brotherhood,2011.0,19.99,48190,Ubisoft Montreal
Action,Crysis 2 - Maximum Edition,2011.0,29.99,108800,Crytek Studios
Strategy,Victoria II: Interwar Artillery Sprite Pack,2011.0,1.99,42965,Paradox Interactive
RPG,Gothic 3: Forsaken Gods Enhanced Edition,2011.0,9.99,65600,"Trine Studios,G3 Community Patch Team,Mad Vulture Games"
Action,LEGO® Star Wars™ III - The Clone Wars™,2011.0,19.99,32510,Traveller's Tales
Casual,Cloning Clyde,2011.0,4.99,91800,Bacon Wrapped Games
Strategy,Theatre of War 3: Korea,2011.0,6.99,63960,1C Company
Action,Call of Duty®: Black Ops First Strike Content Pack,2011.0,14.99,42716,Treyarch
Racing,Shift 2 Unleashed,2011.0,19.99,47920,Slightly Mad Studios
Action,HOARD,2011.0,9.99,63000,Big Sandwich Games
RPG,Dungeon Siege,2002.0,6.99,39190,Gas Powered Games
Strategy,Commander: Conquest of the Americas - Pirate Treasure Chest,2011.0,4.99,49311,Nitro Games
Action,Fallout New Vegas: Dead Money,2011.0,4.99,72730,Obsidian Entertainment
Strategy,Total War: SHOGUN 2,2011.0,29.99,201270,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
Simulation,Cities in Motion,2011.0,19.99,73010,Colossal Order Ltd.
Simulation,Agricultural Simulator 2011: Extended Edition,2011.0,3.99,92900,"United Independent Entertainment GmbH,Actalogic"
Strategy,Men of War: Assault Squad,2011.0,9.99,64000,Digitalmindsoft
Indie,CreaVures,2011.0,4.99,49810,Muse Games
Action,Painkiller Redemption,2011.0,4.99,65560,Eggtooth Team
Strategy,Cossacks: Campaign Expansion,2011.0,3.99,4856,GSC Game World
Action,Magicka,2011.0,9.99,42910,Arrowhead Game Studios
Action,Swords and Soldiers HD,2010.0,9.99,63500,Ronimo Games
Action,Battlefield Bad Company 2: SPECACT Kit Upgrade,2010.0,5.99,24963,DICE
Strategy,Europa Universalis III: Divine Wind,2011.0,9.99,25808,Paradox Development Studio
Strategy,Bejeweled® 3,2010.0,4.99,78000,"PopCap Games, Inc."
Casual,RUSH,2010.0,4.99,38720,Two Tribes
Strategy,Greed Corp,2010.0,9.99,48950,Vanguard Games
,"Killing Floor ""London's Finest"" Character Pack",2010.0,7.99,35419,Tripwire Interactive
Strategy,The Settlers 7: Downloadable Content Pack III,2010.0,14.99,48139,Blue Byte
Adventure,Blue Toad Murder Files™: The Mysteries of Little Riddle,2010.0,4.49,90400,Relentless Software
Racing,Need For Speed: Hot Pursuit,2010.0,19.99,47870,Criterion Games
Action,Mafia II DLC: Betrayal of Jimmy,2010.0,9.99,50146,"2K Czech,Feral Interactive (Mac)"
Action,EVE Online,2003.0,Free,8500,CCP
Simulation,Train Simulator: Falmouth Branch Route Add-On,2010.0,12.99,24096,Dovetail Games
Strategy,Civilization V - Civ and Scenario Double Pack: Spain and Inca,2010.0,7.49,16867,"Firaxis Games,Aspyr (Mac, Linux)"
Action,Battlefield: Bad Company 2 Vietnam,2010.0,14.99,47880,DICE
Adventure,Winter Voices Episode 2: Nowhere of me,2010.0,4.99,72903,inner seas
Simulation,Farming Simulator 2011 Equipment Pack 1,2010.0,6.99,90210,Giants Software
Simulation,Dive to the Titanic,2010.0,9.99,65200,TML-Studios
Action,Front Mission Evolved: Weapon Pack 2,2010.0,2.99,43013,Double Helix Games
Casual,The UnderGarden,2010.0,6.99,9980,Artech Studios
Strategy,Guardians of Graxia,2010.0,4.99,90500,Petroglyph
Strategy,Gratuitous Space Battles: The Nomads,2010.0,5.99,41805,Positech Games
Indie,Zen Bound 2,2010.0,4.99,61600,Secret Exit Ltd.
Action,Front Mission Evolved: Wanzer Pack 3,2010.0,3.99,43014,Double Helix Games
Action,Alien Breed 3: Descent,2010.0,9.99,22670,Team17 Digital Ltd
Adventure,Winter Voices Episode 1: Those who have no name,2010.0,4.99,72902,inner seas
Strategy,Guardians of Graxia Map Pack,2010.0,1.99,90503,Petroglyph
Casual,Poker Night at the Inventory,2010.0,4.99,31280,Telltale Games
Action,Mafia II DLC: Joe's Adventure,2010.0,9.99,50147,"2K Czech,Feral Interactive (Mac)"
Action,Front Mission Evolved: Last Stand,2010.0,4.99,43006,Double Helix Games
Action,Front Mission Evolved: Map Pack,2010.0,3.99,43005,Double Helix Games
Indie,Depths of Peril,2007.0,9.99,23600,Soldak Entertainment
Action,DeathSpank: Thongs of Virtue,2010.0,14.99,18050,Hothead Games
Racing,MX vs. ATV Reflex,2010.0,19.99,55140,"Double Helix Games,Rainbow Studios,THQ Nordic"
Indie,Super Meat Boy,2010.0,14.99,40800,Team Meat
Action,Arma 2: Private Military Company,2010.0,8.99,65720,Bohemia Interactive
Strategy,Civilization V - Cradle of Civilization Map Pack: Mediterranean,2010.0,2.99,16860,"Firaxis Games,Aspyr (Mac, Linux)"
Strategy,Civilization V - Cradle of Civilization Map Pack: Asia,2010.0,2.99,16861,"Firaxis Games,Aspyr (Mac, Linux)"
Racing,nail'd,2010.0,4.99,40380,Techland
